miRNA, Clontech_trimmed.1.fq, Clontech_trimmed.2.fq, Clontech_trimmed.3.fq, Clontech_trimmed.4.fq, Clontech_trimmed.5.fq, Clontech_trimmed.6.fq, Clontech_trimmed.7.fq, Clontech_trimmed.8.fq, Clontech_trimmed.9.fq, Clontech_trimmed.10.fq, Clontech_trimmed.11.fq, Clontech_trimmed.12.fq, Clontech_trimmed.13.fq, Clontech_trimmed.14.fq, Clontech_trimmed.15.fq, Clontech_trimmed.16.fq, Clontech_trimmed.17.fq, Clontech_trimmed.18.fq, Clontech_trimmed.1_acc.fq, Clontech_trimmed.2_acc.fq, Clontech_trimmed.3_acc.fq, Illumina_trimmed.1.fq, Illumina_trimmed.2.fq, Illumina_trimmed.3.fq, Illumina_trimmed.4.fq, Illumina_trimmed.5.fq, Illumina_trimmed.6.fq, Illumina_trimmed.7.fq, Illumina_trimmed.8.fq, Illumina_trimmed.9.fq, Illumina_trimmed.1_acc.fq, Illumina_trimmed.2_acc.fq, Illumina_trimmed.3_acc.fq, NEB_trimmed.1.fq, NEB_trimmed.2.fq, NEB_trimmed.3.fq, NEB_trimmed.4.fq, NEB_trimmed.5.fq, NEB_trimmed.6.fq, NEB_trimmed.7.fq, NEB_trimmed.8.fq, NEB_trimmed.9.fq, NEB_trimmed.10.fq, NEB_trimmed.11.fq, NEB_trimmed.12.fq, NEB_trimmed.1_acc.fq, NEB_trimmed.2_acc.fq, NEB_trimmed.3_acc.fq, NEXT_trimmed.1.fq, NEXT_trimmed.1.fq, NEXT_trimmed.2.fq, NEXT_trimmed.3.fq, NEXT_trimmed.4.fq, NEXT_trimmed.5.fq, NEXT_trimmed.6.fq, NEXT_trimmed.7.fq, NEXT_trimmed.8.fq, NEXT_trimmed.9.fq, NEXT_trimmed.10.fq, NEXT_trimmed.11.fq, NEXT_trimmed.12.fq, NEXT_trimmed.13.fq, NEXT_trimmed.14.fq, NEXT_trimmed.15.fq, NEXT_trimmed.16.fq, NEXT_trimmed.17.fq, NEXT_trimmed.18.fq, NEXT_trimmed.1_acc.fq, NEXT_trimmed.2_acc.fq, NEXT_trimmed.3_acc.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_1_TEST.fq, directional_dedupped_Ns_kept_2_TEST.fq, directional_dedupped_Ns_kept_3_TEST.fq, directional_dedupped_Ns_kept_4_TEST.fq, directional_dedupped_Ns_kept_5_TEST.fq, directional_dedupped_Ns_kept_6_TEST.fq, directional_dedupped_Ns_kept_7_TEST.fq, directional_dedupped_Ns_kept_8_TEST.fq, directional_dedupped_Ns_kept_9_TEST.fq, directional_dedupped_Ns_kept_10_TEST.fq, directional_dedupped_Ns_kept_11_TEST.fq, directional_dedupped_Ns_kept_12_TEST.fq, directional_dedupped_Ns_kept_13_TEST.fq, directional_dedupped_Ns_kept_14_TEST.fq, directional_dedupped_Ns_kept_15_TEST.fq, directional_dedupped_Ns_kept_16_TEST.fq, directional_dedupped_Ns_kept_17_TEST.fq, directional_dedupped_Ns_kept_18_TEST.fq, directional_dedupped_Ns_kept_1_acc_TEST.fq, directional_dedupped_Ns_kept_2_acc_TEST.fq, directional_dedupped_Ns_kept_3_acc_TEST.fq
hsa-miR-187-3p, 43, 38, 35, 14, 51, 38, 126, 83, 93, 59, 109, 43, 48, 72, 77, 83, 131, 106, 280, 289, 770, 61, 37, 35, 35, 44, 54, 27, 51, 44, 14, 28, 15, 259, 211, 105, 119, 269, 406, 618, 492, 420, 723, 788, 928, 412, 485, 475, 45, 45, 32, 31, 80, 41, 34, 151, 184, 189, 213, 255, 173, 626, 356, 247, 247, 274, 306, 275, 347, 243, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 28, 14, 8, 22, 36, 59, 81, 85, 56, 118, 104, 58, 88, 111, 117, 144, 112, 107
hsa-miR-187-5p, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 30, 0, 0, 0, 44, 0, 37, 0, 0, 0, 0, 0, 0, 37, 6, 6, 0, 6, 48, 0, 16, 0, 60, 41, 0, 49, 55, 120, 0, 76, 0, 48, 42, 0, 54, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 8, 7, 0, 7, 7, 8, 0, 9, 0, 12, 6, 0, 8, 2
hsa-miR-188-3p, 0, 0, 0, 16, 39, 33, 0, 42, 51, 24, 43, 14, 0, 37, 43, 49, 54, 48, 126, 143, 383, 0, 6, 11, 0, 0, 0, 2, 0, 0, 5, 13, 11, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 29, 0, 0, 47, 68, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 24, 12
hsa-miR-188-5p, 44, 31, 54, 22, 75, 35, 58, 64, 97, 30, 78, 35, 42, 46, 55, 74, 71, 69, 96, 128, 342, 14, 4, 6, 11, 7, 11, 4, 11, 13, 0, 4, 4, 26, 14, 17, 12, 23, 32, 58, 36, 34, 76, 52, 77, 157, 170, 201, 0, 0, 0, 0, 32, 13, 0, 30, 21, 49, 75, 53, 42, 155, 78, 73, 77, 100, 81, 111, 205, 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 7, 25, 7, 5, 21, 18, 14, 22, 31, 29, 49, 77, 77
hsa-miR-18a-3p, 47, 59, 47, 28, 85, 53, 78, 72, 141, 43, 88, 33, 52, 76, 80, 95, 91, 96, 384, 440, 1086, 17, 8, 13, 9, 10, 14, 3, 8, 18, 0, 0, 0, 114, 97, 43, 51, 117, 147, 199, 167, 171, 238, 210, 302, 144, 197, 175, 3, 3, 0, 7, 72, 46, 36, 65, 175, 177, 162, 118, 80, 394, 128, 142, 108, 156, 166, 269, 448, 244, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 20, 21, 5, 21, 44, 53, 60, 37, 37, 63, 37, 51, 32, 53, 70, 178, 242, 143
hsa-miR-18a-5p, 21, 24, 20, 6, 32, 17, 29, 14, 54, 0, 30, 0, 8, 20, 13, 34, 33, 33, 76, 73, 190, 29, 8, 20, 24, 28, 48, 21, 57, 41, 6, 12, 10, 11, 21, 0, 23, 50, 72, 83, 101, 67, 110, 125, 151, 52, 58, 47, 13, 13, 20, 16, 78, 33, 7, 63, 120, 203, 232, 152, 104, 498, 281, 256, 239, 402, 331, 232, 213, 243, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 31, 20, 5, 19, 33, 55, 93, 72, 46, 113, 87, 75, 102, 148, 139, 109, 89, 92
hsa-miR-18b-3p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 144, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 43, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 9, 0
hsa-miR-18b-5p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 73, 65, 164, 0, 4, 0, 7, 8, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 20, 12, 29, 18, 32, 0, 45, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 14, 0, 0, 48, 0, 0, 0, 23, 44, 63, 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 84, 0
hsa-miR-1908-3p, 0, 1033, 1132, 0, 1029, 834, 1403, 952, 0, 0, 1122, 0, 0, 0, 611, 0, 0, 0, 532, 569, 1726, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 296, 0, 0, 172, 0, 323, 0, 0, 0, 0, 0, 54, 0, 149, 0, 0, 0, 244, 273, 0, 0, 217, 706, 383, 0, 226, 0, 263, 0, 447, 269, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 10, 7, 0, 0, 12, 16, 14, 0, 8, 0, 0, 0, 5, 7
hsa-miR-1908-5p, 115, 119, 108, 72, 156, 106, 233, 164, 165, 85, 219, 79, 90, 122, 109, 167, 136, 130, 126, 157, 414, 16, 12, 14, 20, 29, 27, 11, 29, 17, 12, 13, 4, 159, 160, 102, 84, 116, 162, 182, 123, 101, 103, 112, 194, 76, 92, 84, 171, 171, 94, 113, 211, 97, 131, 260, 391, 446, 258, 257, 184, 515, 340, 283, 220, 206, 172, 174, 311, 207, 22, 22, 22, 22, 22, 22, 22, 22, 22, 15, 21, 63, 41, 26, 54, 95, 112, 93, 84, 61, 93, 102, 77, 78, 88, 72, 77, 77, 65
hsa-miR-1909-3p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 168, 0, 0, 0, 114, 0, 126, 113, 0, 0, 376, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 75, 0, 203, 93, 89, 0, 108, 219, 0, 193, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 119, 0, 0, 78, 0, 206, 148, 0, 0, 130, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 3, 6, 0, 0, 6, 0, 0, 0
hsa-miR-1909-5p, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 29, 0, 61, 44, 43, 0, 57, 97, 0, 43, 0, 0, 0, 0, 0, 54, 11, 16, 75, 0, 43, 0, 0, 0, 115, 51, 77, 44, 0, 80, 32, 68, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 0, 6, 0, 4, 0, 0, 0, 0, 6, 6, 6, 0, 0, 4, 6, 0
hsa-miR-190a-3p, 78, 103, 83, 28, 78, 50, 44, 37, 124, 12, 35, 13, 22, 30, 39, 56, 108, 83, 72, 47, 148, 12, 12, 9, 11, 12, 23, 15, 17, 13, 6, 2, 4, 0, 0, 0, 0, 0, 0, 31, 28, 13, 42, 43, 59, 21, 21, 19, 0, 0, 0, 0, 14, 0, 0, 0, 12, 25, 47, 32, 37, 114, 80, 81, 89, 80, 78, 35, 86, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 17, 5, 9, 15, 11, 19, 16, 30, 21, 15, 9, 17
hsa-miR-190a-5p, 136, 200, 150, 50, 332, 96, 211, 133, 145, 106, 248, 72, 183, 310, 285, 431, 527, 433, 175, 223, 631, 412, 376, 251, 544, 422, 434, 290, 592, 516, 98, 99, 133, 60, 72, 22, 48, 170, 231, 323, 339, 329, 712, 831, 875, 262, 262, 250, 106, 106, 86, 21, 289, 246, 171, 864, 817, 812, 1473, 1075, 626, 5709, 2283, 1914, 2686, 2730, 2886, 1277, 1783, 1546, 31, 31, 31, 31, 31, 31, 31, 31, 31, 32, 12, 140, 113, 55, 179, 218, 265, 437, 385, 265, 815, 532, 499, 682, 708, 727, 467, 418, 438
hsa-miR-190b, 0, 22, 31, 11, 45, 19, 42, 31, 64, 20, 32, 12, 0, 23, 25, 48, 74, 43, 124, 168, 404, 0, 6, 4, 6, 3, 0, 5, 3, 5, 8, 14, 0, 34, 23, 11, 12, 24, 45, 52, 50, 35, 79, 72, 101, 71, 70, 69, 32, 32, 31, 18, 37, 16, 23, 97, 73, 43, 88, 53, 41, 147, 89, 72, 67, 60, 57, 256, 650, 268, 11, 11, 11, 11, 11, 11, 11, 11, 11, 4, 5, 15, 10, 5, 21, 18, 14, 37, 20, 12, 35, 28, 29, 23, 26, 23, 192, 346, 207
hsa-miR-191-3p, 183, 160, 192, 81, 193, 131, 265, 195, 199, 100, 234, 98, 97, 163, 196, 170, 196, 169, 226, 247, 742, 45, 38, 26, 71, 21, 59, 31, 59, 59, 25, 19, 14, 95, 84, 28, 32, 84, 116, 167, 151, 125, 194, 176, 249, 110, 119, 125, 35, 35, 49, 40, 50, 32, 45, 85, 99, 118, 131, 88, 65, 419, 245, 194, 154, 237, 233, 503, 1129, 712, 9, 9, 9, 9, 9, 9, 9, 9, 9, 6, 4, 20, 14, 7, 18, 26, 36, 51, 48, 29, 89, 61, 57, 65, 101, 92, 322, 475, 372
hsa-miR-191-5p, 12659, 12730, 11255, 5269, 14986, 9754, 20156, 14365, 9157, 7658, 16986, 6931, 9245, 14184, 13918, 15524, 16356, 15453, 14288, 16654, 44480, 42125, 24204, 36133, 39190, 40683, 46893, 22285, 48303, 47432, 8336, 11135, 10946, 20699, 23192, 4482, 9666, 31976, 45862, 59494, 64845, 53903, 81050, 96046, 119061, 49855, 48065, 46532, 10524, 10524, 11645, 6304, 28729, 13952, 12656, 71312, 87261, 78485, 86216, 55059, 40182, 229874, 97276, 103070, 89292, 113191, 104919, 78365, 104940, 84279, 1848, 1848, 1848, 1848, 1848, 1848, 1848, 1848, 1848, 1817, 1412, 3763, 2563, 2359, 5407, 6069, 6126, 6663, 5472, 4672, 9350, 6901, 6962, 6842, 7669, 7477, 6065, 6657, 6276
hsa-miR-1910-3p, 64, 0, 0, 0, 0, 72, 130, 0, 0, 0, 119, 56, 0, 77, 0, 0, 120, 0, 0, 0, 365, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 17, 0, 0, 0, 0, 49, 0, 62, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 67, 0, 41, 0, 34, 0, 76, 54, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 0, 4, 0, 3, 0, 0, 0, 0, 2, 0, 0, 0, 0
hsa-miR-1910-5p, 0, 0, 0, 0, 0, 0, 0, 0, 73, 30, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 8, 7, 0, 9, 6, 8, 4, 14, 9, 0, 4, 0, 46, 30, 20, 19, 44, 0, 60, 40, 53, 73, 65, 104, 0, 63, 53, 0, 0, 0, 25, 0, 30, 0, 0, 38, 30, 30, 37, 32, 93, 0, 58, 0, 50, 0, 26, 47, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 4, 0, 2, 0, 3, 0, 4, 0, 0, 3, 3
hsa-miR-1911-3p, 0, 0, 17, 0, 0, 19, 50, 40, 60, 12, 42, 19, 0, 0, 33, 0, 51, 33, 29, 44, 112, 0, 0, 0, 0, 8, 9, 0, 0, 12, 0, 0, 6, 40, 44, 0, 25, 36, 34, 66, 66, 39, 70, 70, 92, 65, 57, 52, 0, 0, 0, 0, 24, 13, 0, 31, 37, 51, 55, 35, 49, 66, 59, 71, 31, 71, 56, 40, 42, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 0, 4, 11, 7, 21, 7, 9, 9, 12, 11, 10, 22, 20, 9, 10, 5
hsa-miR-1911-5p, 132, 142, 111, 47, 157, 120, 260, 195, 234, 110, 217, 102, 133, 181, 217, 218, 239, 232, 244, 274, 741, 195, 162, 165, 231, 196, 208, 117, 186, 149, 47, 81, 67, 369, 434, 158, 206, 510, 761, 1091, 920, 908, 1200, 1240, 1615, 688, 728, 694, 169, 169, 292, 125, 657, 295, 354, 1104, 1477, 1353, 1541, 1267, 915, 3966, 2208, 1919, 1850, 2122, 2134, 1269, 1544, 1458, 40, 40, 40, 40, 40, 40, 40, 40, 40, 37, 28, 215, 140, 84, 221, 358, 397, 562, 454, 362, 747, 582, 544, 628, 747, 777, 548, 396, 471
hsa-miR-1912, 142, 105, 124, 53, 154, 74, 142, 141, 174, 81, 165, 57, 105, 199, 151, 225, 243, 207, 158, 196, 487, 16, 28, 24, 21, 24, 21, 16, 23, 18, 9, 10, 0, 56, 62, 33, 33, 47, 96, 160, 101, 102, 164, 161, 214, 91, 125, 107, 21, 21, 44, 25, 105, 63, 53, 139, 257, 245, 261, 200, 157, 591, 291, 366, 275, 406, 350, 334, 482, 359, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 4, 38, 32, 13, 29, 76, 72, 112, 86, 56, 136, 84, 100, 108, 187, 154, 172, 129, 131
hsa-miR-1913, 0, 0, 0, 0, 175, 101, 223, 132, 217, 0, 168, 0, 0, 0, 0, 0, 0, 0, 0, 136, 388, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 22, 52, 59, 31, 0, 0, 46, 0, 39, 0, 0, 0, 0, 0, 0, 77, 0, 0, 66, 76, 85, 85, 70, 67, 155, 82, 56, 39, 60, 60, 49, 73, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 8, 13, 7, 9, 6, 10, 8, 0, 11, 6, 8, 2, 4
hsa-miR-1914-3p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0
hsa-miR-1914-5p, 0, 0, 0, 0, 0, 0, 0, 148, 0, 0, 0, 0, 0, 0, 0, 89, 132, 0, 0, 0, 348, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 41, 0, 109, 39, 46, 60, 0, 75, 54, 0, 64, 0, 0, 0, 0, 36, 0, 0, 61, 83, 68, 52, 59, 0, 156, 135, 97, 58, 62, 67, 43, 138, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 3, 0, 5, 5, 4, 0, 10, 5, 7, 6, 13, 7, 3, 9, 11
hsa-miR-1915-3p, 0, 0, 832, 0, 0, 0, 990, 0, 0, 0, 0, 0, 0, 0, 483, 465, 0, 0, 0, 0, 1435, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1043, 1133, 670, 798, 0, 0, 1193, 1241, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 6, 0, 0, 11, 6, 0, 0, 0, 0, 0, 0
hsa-miR-1915-5p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 98, 0, 0, 0, 116, 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-192-3p, 22, 29, 23, 0, 29, 0, 53, 48, 71, 20, 40, 15, 23, 42, 41, 61, 84, 43, 40, 48, 151, 0, 0, 2, 7, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 37, 30, 56, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 20, 17, 16, 21, 20, 93, 53, 0, 43, 35, 43, 22, 37, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 2, 2, 5, 14, 5, 0, 6, 5, 7, 6, 2, 0
hsa-miR-193a-3p, 34, 30, 0, 8, 42, 0, 53, 38, 73, 22, 39, 22, 18, 34, 34, 47, 69, 0, 62, 61, 174, 8, 12, 5, 11, 18, 16, 9, 27, 18, 3, 0, 0, 52, 0, 0, 26, 33, 43, 74, 54, 38, 74, 74, 128, 47, 59, 46, 10, 10, 0, 0, 0, 0, 0, 0, 50, 49, 33, 37, 29, 170, 65, 79, 52, 56, 58, 25, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 4, 3, 0, 17, 9, 5, 8, 17, 9, 5, 0, 4
hsa-miR-193a-5p, 169, 183, 148, 101, 266, 183, 377, 251, 303, 141, 353, 136, 142, 241, 253, 262, 409, 293, 236, 331, 898, 91, 93, 71, 141, 94, 124, 61, 97, 144, 41, 45, 40, 418, 440, 130, 125, 368, 464, 696, 610, 509, 730, 867, 969, 384, 373, 357, 609, 609, 540, 403, 1153, 504, 404, 1715, 2641, 2386, 1907, 1205, 1072, 4182, 2164, 1930, 1541, 1576, 1406, 1072, 1400, 1011, 109, 109, 109, 109, 109, 109, 109, 109, 109, 98, 84, 400, 253, 104, 341, 647, 668, 670, 491, 449, 839, 653, 605, 581, 629, 567, 489, 400, 343
hsa-miR-193b-3p, 248, 216, 213, 155, 457, 251, 675, 518, 713, 246, 580, 240, 295, 501, 477, 531, 467, 385, 544, 846, 1926, 639, 447, 359, 664, 539, 709, 286, 577, 600, 152, 155, 119, 146, 144, 69, 94, 316, 400, 775, 708, 624, 1165, 1186, 1508, 694, 601, 643, 54, 54, 62, 58, 524, 333, 294, 1308, 1610, 2006, 3314, 2103, 1447, 10716, 5064, 4205, 5106, 5248, 4773, 2866, 5072, 4118, 34, 34, 34, 34, 34, 34, 34, 34, 34, 35, 30, 259, 209, 105, 296, 487, 661, 1026, 785, 597, 1821, 1249, 1144, 1409, 1540, 1396, 1044, 1170, 1154
hsa-miR-193b-5p, 207, 189, 203, 95, 257, 196, 413, 355, 357, 163, 440, 170, 198, 349, 349, 405, 460, 327, 263, 340, 873, 15, 8, 6, 12, 4, 16, 10, 19, 13, 0, 4, 0, 65, 55, 22, 23, 52, 74, 138, 100, 88, 160, 155, 183, 73, 90, 72, 38, 38, 63, 33, 116, 35, 31, 117, 240, 216, 216, 137, 88, 619, 334, 253, 247, 280, 180, 131, 157, 74, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 12, 60, 21, 12, 36, 88, 85, 109, 61, 55, 153, 116, 106, 106, 134, 88, 79, 56, 32
hsa-miR-194-3p, 0, 49, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 67, 68, 0, 0, 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 48, 33, 0, 45, 70, 102, 38, 54, 88, 78, 102, 47, 73, 70, 0, 0, 14, 0, 74, 23, 41, 56, 114, 76, 64, 62, 80, 131, 122, 78, 93, 55, 97, 65, 89, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 5, 4, 9, 4, 11, 7, 8, 8, 8, 4, 15, 15, 9, 15, 8, 4
hsa-miR-194-5p, 369, 356, 290, 93, 230, 148, 250, 183, 202, 77, 194, 80, 96, 166, 122, 185, 226, 211, 375, 374, 991, 150, 109, 88, 161, 147, 171, 77, 150, 151, 39, 41, 33, 834, 872, 305, 520, 1152, 1713, 2785, 2505, 2127, 3881, 3983, 4889, 1570, 1863, 1780, 143, 143, 178, 97, 674, 301, 383, 1105, 994, 1348, 2076, 1528, 1179, 5674, 2969, 2521, 3088, 4076, 3708, 2590, 3350, 3272, 42, 42, 42, 42, 42, 42, 42, 42, 42, 44, 29, 256, 147, 101, 223, 268, 380, 636, 507, 401, 960, 715, 668, 835, 1093, 1020, 836, 849, 895
hsa-miR-195-3p, 44, 35, 39, 20, 51, 37, 72, 41, 88, 22, 72, 16, 39, 45, 53, 62, 83, 67, 55, 72, 200, 14, 29, 14, 29, 20, 15, 8, 27, 17, 10, 19, 16, 633, 645, 171, 151, 471, 562, 745, 689, 533, 934, 896, 1214, 577, 612, 665, 46, 46, 58, 43, 158, 109, 101, 270, 403, 303, 407, 249, 235, 748, 432, 334, 290, 374, 408, 217, 380, 314, 12, 12, 12, 12, 12, 12, 12, 12, 12, 6, 10, 65, 47, 17, 52, 110, 92, 164, 98, 90, 159, 138, 118, 114, 161, 162, 130, 101, 107
hsa-miR-195-5p, 891, 708, 586, 172, 580, 346, 480, 347, 378, 192, 390, 178, 223, 355, 358, 454, 777, 732, 375, 348, 935, 2104, 1214, 1317, 1934, 1826, 2207, 1034, 2208, 1900, 365, 448, 437, 1422, 1442, 445, 812, 2246, 3497, 5188, 5244, 4563, 7826, 8580, 9776, 3565, 3269, 3267, 845, 845, 768, 633, 3067, 1563, 1458, 7746, 6546, 7735, 11410, 8268, 5994, 34040, 16226, 12885, 14716, 19087, 19098, 12980, 18467, 16977, 196, 196, 196, 196, 196, 196, 196, 196, 196, 181, 162, 853, 592, 362, 1077, 1138, 1428, 1989, 1662, 1336, 3167, 2382, 2029, 2306, 2601, 2589, 1999, 2189, 2224
hsa-miR-196a-3p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-196a-5p, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 50, 0, 0, 344, 340, 943, 2, 0, 0, 0, 0, 0, 0, 0, 0, 9, 8, 9, 22, 0, 8, 0, 9, 0, 27, 26, 0, 21, 0, 45, 77, 66, 69, 20, 20, 0, 8, 0, 28, 28, 41, 30, 40, 20, 38, 25, 89, 41, 63, 0, 38, 49, 510, 1047, 520, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 0, 4, 2, 3, 4, 5, 0, 4, 3, 3, 4, 9, 0, 7, 12, 381, 594, 394
