miRNA, newbatch_Clontech_trimmed.1_R1.fq, newbatch_Clontech_trimmed.2_R1.fq, Illumina_trimmed.11.fq, NEB_trimmed.11.fq, NEXT_trimmed.11.fq, directional_deduped_lib_align_seed15_acc_11_bam2fastq.fq, Five_double_acc_11.fq, mm0_Clontech_trimmed.1_R1.fq, mm0_Clontech_trimmed.2_R1.fq, mm0_Clontech_trimmed.3_R1.fq, mm0_Clontech_trimmed.4_R1.fq, mm0_Clontech_trimmed.5_R1.fq, mm0_Clontech_trimmed.6_R1.fq, mm0_Clontech_trimmed.7_R1.fq, mm0_Clontech_trimmed.8_R1.fq, mm0_Clontech_trimmed.9_R1.fq, mm0_Clontech_trimmed.10_R1.fq, mm0_Clontech_trimmed.11_R1.fq, mm0_Clontech_trimmed.12_R1.fq, mm0_Clontech_trimmed.13_R1.fq, mm0_Clontech_trimmed.14_R1.fq, mm0_Clontech_trimmed.15_R1.fq, mm0_Clontech_trimmed.16_R1.fq, mm0_Clontech_trimmed.17_R1.fq, mm0_Clontech_trimmed.18_R1.fq, mm0_Illumina_trimmed.1_R1.fq, mm0_Illumina_trimmed.2_R1.fq, mm0_Illumina_trimmed.3_R1.fq, mm0_Illumina_trimmed.4_R1.fq, mm0_Illumina_trimmed.5_R1.fq, mm0_Illumina_trimmed.6_R1.fq, mm0_Illumina_trimmed.7_R1.fq, mm0_Illumina_trimmed.8_R1.fq, mm0_Illumina_trimmed.9_R1.fq, mm0_NEB_trimmed.1_R1.fq, mm0_NEB_trimmed.2_R1.fq, mm0_NEB_trimmed.3_R1.fq, mm0_NEB_trimmed.4_R1.fq, mm0_NEB_trimmed.5_R1.fq, mm0_NEB_trimmed.6_R1.fq, mm0_NEB_trimmed.7_R1.fq, mm0_NEB_trimmed.8_R1.fq, mm0_NEB_trimmed.9_R1.fq, mm0_NEB_trimmed.10_R1.fq, mm0_NEB_trimmed.11_R1.fq, mm0_NEB_trimmed.12_R1.fq, mm0_NEXT_trimmed.1_R1.fq, mm0_NEXT_trimmed.2_R1.fq, mm0_NEXT_trimmed.3_R1.fq, mm0_NEXT_trimmed.4_R1.fq, mm0_NEXT_trimmed.5_R1.fq, mm0_NEXT_trimmed.6_R1.fq, mm0_NEXT_trimmed.7_R1.fq, mm0_NEXT_trimmed.8_R1.fq, mm0_NEXT_trimmed.9_R1.fq, mm0_NEXT_trimmed.10_R1.fq, mm0_NEXT_trimmed.11_R1.fq, mm0_NEXT_trimmed.12_R1.fq, mm0_NEXT_trimmed.13_R1.fq, mm0_NEXT_trimmed.14_R1.fq, mm0_NEXT_trimmed.15_R1.fq, mm0_NEXT_trimmed.16_R1.fq, mm0_NEXT_trimmed.17_R1.fq, mm0_NEXT_trimmed.18_R1.fq, directional_deduped_lib_align_seed15_1_bam2fastq.fq, directional_deduped_lib_align_seed15_2_bam2fastq.fq, directional_deduped_lib_align_seed15_3_bam2fastq.fq, directional_deduped_lib_align_seed15_4_bam2fastq.fq, directional_deduped_lib_align_seed15_5_bam2fastq.fq, directional_deduped_lib_align_seed15_6_bam2fastq.fq, directional_deduped_lib_align_seed15_7_bam2fastq.fq, directional_deduped_lib_align_seed15_8_bam2fastq.fq, directional_deduped_lib_align_seed15_9_bam2fastq.fq, directional_deduped_lib_align_seed15_10_bam2fastq.fq, directional_deduped_lib_align_seed15_11_bam2fastq.fq, directional_deduped_lib_align_seed15_12_bam2fastq.fq, directional_deduped_lib_align_seed15_13_bam2fastq.fq, directional_deduped_lib_align_seed15_14_bam2fastq.fq, directional_deduped_lib_align_seed15_15_bam2fastq.fq, directional_deduped_lib_align_seed15_16_bam2fastq.fq, directional_deduped_lib_align_seed15_17_bam2fastq.fq, directional_deduped_lib_align_seed15_18_bam2fastq.fq, Five_double_1.fq, Five_double_2.fq, Five_double_3.fq, Five_double_4.fq, Five_double_5.fq, Five_double_6.fq, Five_double_7.fq, Five_double_8.fq, Five_double_9.fq, Five_double_10.fq, Five_double_11.fq, Five_double_12.fq, Five_double_13.fq, Five_double_14.fq, Five_double_15.fq, Five_double_16.fq, Five_double_17.fq, Five_double_18.fq
hsa-miR-1294, 0, 0, 0, 8, 10, 2, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 0, 18, 8, 6, 13, 35, 16, 11, 20, 27, 27, 35, 0, 0, 2, 10, 8, 4, 23, 18, 27, 17, 19, 23, 40, 28, 30, 22, 26, 34, 0, 0, 0, 3, 3, 3, 4, 3, 6, 8, 9, 9, 6, 6, 9, 6, 9, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 2, 0, 0, 0, 0, 2, 0
hsa-miR-1295a, 0, 0, 0, 0, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 3, 12, 10, 0, 5, 7, 16, 21, 19, 12, 17, 17, 18, 6, 0, 0, 14, 9, 28, 40, 20, 31, 23, 16, 21, 101, 31, 37, 30, 27, 25, 0, 0, 0, 9, 5, 6, 10, 12, 12, 9, 6, 9, 23, 14, 7, 9, 9, 9, 0, 0, 0, 0, 0, 4, 0, 0, 0, 3, 0, 3, 7, 0, 0, 2, 0, 3
hsa-miR-1295b-3p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-1296-3p, 10, 4, 0, 0, 0, 0, 0, 5, 0, 7, 0, 8, 0, 0, 0, 19, 7, 10, 0, 0, 18, 7, 11, 16, 16, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-1296-5p, 223, 148, 0, 856, 1897, 665, 86, 264, 244, 246, 129, 389, 223, 465, 339, 414, 151, 326, 143, 174, 274, 274, 302, 199, 195, 579, 515, 388, 668, 524, 625, 291, 604, 543, 496, 618, 160, 487, 1133, 1565, 3017, 2706, 2485, 4304, 4392, 5104, 93, 122, 48, 759, 456, 435, 1680, 2316, 2304, 3429, 3180, 1904, 8926, 4266, 3917, 4088, 4320, 4203, 42, 30, 24, 287, 217, 110, 312, 549, 632, 969, 992, 666, 1496, 1029, 1004, 1163, 1218, 1231, 9, 3, 0, 43, 21, 20, 75, 104, 102, 167, 150, 86, 459, 209, 188, 207, 217, 205
hsa-miR-1297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-1298-3p, 34, 16, 0, 350, 186, 72, 12, 7, 10, 12, 6, 19, 12, 25, 19, 26, 8, 29, 11, 19, 23, 17, 35, 29, 35, 111, 90, 41, 153, 105, 118, 69, 101, 131, 267, 289, 94, 132, 326, 513, 736, 623, 528, 930, 869, 1220, 64, 109, 73, 211, 144, 87, 405, 469, 380, 746, 419, 387, 1446, 836, 741, 810, 930, 998, 15, 19, 15, 86, 75, 28, 70, 125, 128, 279, 170, 153, 303, 236, 223, 292, 363, 372, 2, 8, 4, 13, 9, 4, 22, 24, 11, 33, 18, 20, 68, 38, 32, 44, 36, 46
hsa-miR-1298-5p, 0, 0, 2, 3145, 579, 226, 26, 12, 7, 10, 0, 11, 4, 12, 13, 15, 0, 16, 3, 9, 8, 5, 9, 13, 15, 293, 341, 215, 467, 295, 374, 193, 420, 455, 2996, 3677, 905, 986, 2917, 3511, 8604, 7027, 6054, 12439, 12805, 18158, 225, 259, 215, 985, 510, 364, 1405, 2024, 1866, 3184, 1992, 1615, 6685, 4178, 3333, 3646, 5069, 4910, 56, 65, 52, 363, 249, 99, 258, 498, 564, 982, 708, 577, 1166, 1004, 895, 1085, 1410, 1352, 10, 17, 11, 46, 36, 20, 64, 106, 94, 160, 83, 93, 343, 207, 142, 163, 256, 231
hsa-miR-1299, 14, 0, 0, 263, 189, 66, 11, 10, 13, 14, 0, 12, 9, 18, 0, 20, 3, 20, 9, 11, 32, 13, 18, 19, 18, 22, 17, 17, 32, 21, 27, 12, 37, 29, 322, 345, 80, 87, 230, 337, 533, 534, 392, 662, 676, 959, 76, 101, 57, 97, 73, 93, 323, 282, 258, 424, 302, 189, 1210, 643, 458, 494, 558, 521, 16, 22, 11, 36, 39, 32, 60, 74, 84, 150, 108, 87, 255, 186, 147, 199, 220, 202, 4, 0, 0, 2, 7, 6, 13, 14, 10, 23, 13, 6, 43, 32, 21, 29, 24, 18
hsa-miR-1301-3p, 111, 76, 3, 1569, 3745, 1082, 215, 104, 96, 68, 33, 114, 104, 165, 142, 144, 76, 158, 64, 109, 134, 129, 170, 191, 156, 396, 280, 349, 334, 322, 401, 137, 293, 325, 2533, 2669, 642, 799, 2608, 3381, 3596, 3375, 3261, 3950, 4379, 5359, 3342, 2738, 1903, 5514, 3716, 2877, 8287, 11154, 10603, 9491, 6092, 4385, 14440, 8193, 6866, 7008, 7153, 6150, 467, 442, 397, 1309, 1109, 528, 1266, 1894, 1954, 2087, 1588, 1335, 2236, 1784, 1598, 1735, 1846, 1734, 158, 125, 88, 252, 205, 128, 401, 557, 535, 426, 279, 237, 706, 412, 315, 308, 361, 284
hsa-miR-1301-5p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-1302, 0, 0, 0, 13, 11, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 0, 6, 3, 0, 0, 0, 7, 9, 2, 0, 0, 12, 13, 32, 15, 13, 36, 22, 33, 0, 0, 3, 7, 0, 4, 6, 35, 50, 36, 24, 51, 77, 49, 41, 43, 53, 44, 0, 0, 0, 5, 0, 0, 2, 6, 17, 14, 9, 17, 18, 17, 14, 12, 17, 19, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 2, 2, 0, 0, 0, 0, 0, 3
hsa-miR-1303, 20410, 0, 0, 175, 1755, 115, 17, 15898, 10800, 14014, 6684, 19198, 12167, 21645, 16763, 25456, 9415, 18304, 7759, 9064, 15664, 14768, 16143, 26667, 17326, 206, 140, 140, 239, 199, 194, 0, 221, 190, 205, 174, 52, 111, 390, 474, 643, 661, 611, 1059, 1157, 1235, 582, 430, 0, 2000, 1423, 1750, 3148, 3168, 4940, 6740, 3227, 2381, 11534, 7112, 3888, 7275, 7681, 5364, 20, 18, 0, 99, 89, 52, 132, 160, 213, 331, 212, 151, 372, 306, 195, 321, 369, 345, 0, 0, 0, 12, 0, 0, 23, 32, 38, 59, 29, 17, 75, 52, 25, 51, 60, 39
hsa-miR-1304-3p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-1304-5p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 15, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 81, 61, 0, 91, 97, 129, 0, 0, 0, 0, 0, 0, 88, 82, 0, 0, 0, 0, 221, 0, 126, 0, 100, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 28, 0, 29, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-1305, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 6, 0, 0, 0, 0, 0, 0, 0, 0, 8, 6, 11, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 10, 9, 30, 16, 10, 6, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 3, 4, 2, 4, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-1306-3p, 0, 0, 0, 33, 72, 25, 0, 0, 0, 0, 0, 0, 9, 0, 17, 23, 0, 14, 0, 0, 0, 19, 9, 0, 0, 0, 0, 4, 0, 7, 3, 0, 0, 4, 78, 97, 27, 38, 80, 67, 159, 105, 81, 134, 179, 163, 49, 106, 46, 103, 81, 28, 132, 205, 171, 185, 149, 103, 329, 186, 156, 133, 145, 149, 11, 14, 10, 43, 40, 10, 29, 50, 68, 77, 68, 52, 73, 50, 50, 61, 60, 64, 3, 0, 3, 7, 7, 2, 10, 11, 8, 9, 0, 6, 11, 9, 6, 11, 0, 0
hsa-miR-1306-5p, 198, 64, 0, 63, 263, 103, 13, 124, 127, 105, 69, 157, 108, 230, 168, 154, 84, 192, 55, 82, 116, 131, 147, 145, 144, 13, 13, 6, 19, 12, 16, 8, 20, 20, 66, 50, 17, 41, 86, 109, 186, 151, 158, 219, 249, 320, 213, 251, 126, 437, 284, 204, 532, 856, 809, 598, 480, 450, 1175, 703, 666, 515, 617, 602, 37, 35, 24, 148, 111, 38, 94, 195, 233, 230, 204, 184, 264, 218, 220, 191, 256, 253, 12, 12, 7, 19, 16, 10, 22, 24, 39, 28, 25, 23, 64, 52, 30, 19, 18, 36
hsa-miR-1307-3p, 514, 201, 0, 4325, 1069, 381, 47, 260, 199, 240, 102, 342, 218, 531, 386, 405, 186, 514, 160, 222, 306, 359, 386, 387, 350, 191, 201, 134, 278, 231, 257, 103, 274, 267, 5065, 5750, 1502, 1863, 4945, 5838, 9376, 7460, 6578, 9838, 10050, 14415, 484, 672, 482, 1977, 1061, 862, 3465, 4716, 4320, 4989, 3741, 3165, 10529, 6061, 5451, 4888, 5526, 5158, 101, 118, 100, 655, 461, 223, 551, 975, 1021, 1434, 1140, 1006, 1703, 1384, 1294, 1374, 1568, 1489, 22, 26, 22, 108, 52, 50, 167, 255, 223, 232, 181, 155, 506, 303, 253, 230, 261, 240
hsa-miR-1307-5p, 7, 0, 8, 413, 120, 51, 8, 12, 13, 6, 6, 18, 10, 21, 23, 24, 8, 17, 8, 9, 7, 11, 11, 16, 8, 2225, 2134, 1526, 3150, 2481, 3004, 1471, 3117, 2899, 541, 564, 300, 391, 597, 739, 1658, 1035, 852, 1771, 1668, 1695, 39, 40, 14, 239, 95, 101, 312, 405, 441, 683, 750, 608, 2439, 1253, 1182, 1051, 1389, 1424, 11, 10, 3, 93, 53, 26, 70, 103, 154, 291, 270, 237, 497, 389, 353, 411, 537, 541, 2, 0, 0, 17, 5, 10, 19, 15, 23, 26, 34, 36, 120, 58, 71, 52, 54, 69
hsa-miR-130a-3p, 839, 403, 5, 128, 190, 81, 11, 255, 292, 283, 140, 483, 256, 879, 621, 548, 452, 868, 402, 543, 823, 792, 1032, 1215, 953, 777, 645, 506, 815, 700, 891, 374, 765, 753, 106, 99, 30, 78, 176, 294, 419, 420, 310, 727, 718, 872, 52, 22, 41, 147, 80, 64, 407, 396, 375, 428, 373, 272, 2041, 959, 720, 711, 911, 873, 17, 8, 11, 78, 55, 28, 82, 113, 145, 198, 176, 135, 404, 312, 240, 299, 416, 383, 0, 0, 0, 6, 4, 2, 14, 18, 14, 16, 21, 14, 95, 55, 30, 37, 37, 38
hsa-miR-130a-5p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-130b-3p, 577, 279, 0, 52, 256, 97, 6, 123, 137, 127, 74, 205, 141, 476, 323, 349, 240, 400, 182, 266, 468, 394, 506, 606, 481, 237, 142, 139, 233, 159, 224, 93, 185, 198, 49, 45, 23, 42, 94, 144, 191, 197, 130, 242, 273, 321, 90, 119, 62, 340, 149, 141, 744, 874, 795, 871, 615, 568, 2886, 1831, 1230, 1112, 1186, 1262, 25, 23, 17, 145, 93, 45, 145, 234, 255, 330, 252, 235, 516, 461, 359, 393, 452, 479, 6, 6, 0, 14, 6, 7, 32, 52, 36, 45, 27, 15, 149, 88, 46, 40, 54, 67
hsa-miR-130b-5p, 261, 104, 0, 596, 572, 235, 21, 74, 48, 62, 43, 148, 72, 195, 156, 203, 100, 202, 88, 107, 165, 190, 225, 207, 192, 67, 51, 52, 64, 44, 41, 18, 52, 27, 1056, 1192, 422, 346, 903, 1075, 1576, 1345, 1198, 1840, 1950, 2218, 598, 746, 486, 1142, 588, 484, 1798, 2758, 1879, 2127, 1856, 1238, 4771, 2125, 2172, 1574, 1845, 1877, 95, 110, 98, 372, 269, 99, 319, 627, 514, 679, 620, 484, 830, 581, 638, 571, 678, 724, 31, 36, 28, 61, 21, 18, 85, 139, 86, 104, 87, 54, 239, 101, 105, 78, 93, 102
hsa-miR-132-3p, 458, 225, 51, 7099, 9847, 1450, 482, 1346, 1071, 1090, 509, 1134, 918, 1354, 941, 748, 413, 971, 399, 509, 769, 701, 795, 738, 814, 3134, 2490, 2394, 3764, 3327, 4031, 1842, 3900, 4053, 5200, 5017, 1406, 2729, 6913, 9331, 14409, 12451, 11401, 16960, 17636, 22166, 5943, 7429, 3722, 26119, 12716, 12949, 33268, 49681, 39776, 57296, 35463, 28510, 92218, 43126, 48572, 45786, 61259, 53917, 585, 594, 440, 1871, 1410, 1080, 1960, 2612, 2410, 3557, 2710, 2446, 4249, 3379, 3320, 3449, 4059, 3924, 290, 358, 181, 1314, 626, 671, 1611, 2358, 1987, 2769, 1707, 1406, 4571, 2115, 2401, 2243, 3021, 2632
hsa-miR-132-5p, 120, 63, 0, 2905, 2128, 691, 125, 96, 96, 88, 57, 121, 74, 161, 107, 78, 90, 240, 78, 88, 152, 149, 152, 188, 166, 397, 370, 261, 459, 328, 418, 173, 373, 315, 4774, 4796, 1512, 1600, 4487, 5576, 11968, 9432, 8479, 15155, 16860, 23058, 493, 402, 226, 1071, 444, 409, 2158, 2305, 2316, 3355, 2468, 1479, 9327, 5034, 4185, 3756, 4739, 4828, 94, 92, 64, 416, 226, 120, 390, 554, 639, 1032, 794, 576, 1473, 1171, 1067, 1110, 1408, 1442, 23, 14, 12, 52, 20, 26, 103, 123, 109, 166, 113, 71, 475, 268, 220, 155, 248, 239
hsa-miR-1321, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-1322, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 2, 0, 7, 0, 7, 0, 0, 0, 9, 14, 5, 11, 13, 16, 15, 10, 11, 32, 32, 26, 0, 0, 0, 21, 0, 0, 0, 19, 0, 0, 4, 0, 57, 0, 30, 12, 15, 19, 0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0, 5, 0, 3, 2, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-1323, 0, 0, 0, 3, 8, 4, 0, 0, 5, 0, 6, 16, 0, 0, 6, 0, 6, 6, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 10, 0, 8, 6, 19, 0, 0, 0, 0, 10, 3, 0, 10, 19, 19, 9, 7, 76, 9, 22, 16, 15, 32, 0, 0, 0, 0, 4, 0, 0, 3, 6, 10, 4, 3, 23, 5, 7, 7, 7, 13, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 7, 0, 2, 2, 0, 2
hsa-miR-1324, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-133a-3p, 14, 8, 2, 170, 819, 322, 44, 22, 19, 18, 16, 28, 14, 38, 27, 24, 0, 23, 14, 23, 38, 22, 30, 26, 13, 375, 363, 252, 417, 358, 394, 180, 414, 379, 206, 237, 57, 174, 449, 679, 1065, 1150, 940, 1705, 1711, 1635, 148, 150, 79, 531, 350, 262, 898, 1401, 1326, 1970, 1645, 899, 5302, 1989, 2068, 2058, 2442, 2136, 35, 39, 27, 209, 178, 64, 184, 323, 388, 691, 595, 373, 1046, 583, 641, 722, 881, 828, 7, 7, 0, 36, 16, 17, 47, 77, 58, 82, 70, 48, 263, 103, 95, 112, 122, 83
hsa-miR-133a-5p, 8, 15, 0, 5, 10, 5, 2, 0, 0, 0, 0, 7, 0, 0, 3, 21, 0, 0, 0, 10, 5, 7, 8, 14, 11, 0, 2, 0, 0, 0, 0, 0, 5, 0, 0, 6, 0, 0, 3, 0, 6, 12, 16, 13, 17, 34, 0, 0, 0, 7, 2, 0, 17, 6, 6, 23, 19, 4, 48, 14, 15, 34, 33, 6, 0, 0, 0, 3, 0, 0, 3, 2, 3, 10, 7, 2, 14, 8, 8, 13, 14, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0
hsa-miR-133b, 10, 0, 0, 52, 28, 8, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 16, 10, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 154, 264, 228, 243, 345, 347, 352, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 32, 166, 76, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 17, 0, 21, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-134-3p, 19, 8, 0, 29, 30, 13, 0, 15, 17, 8, 0, 20, 18, 20, 15, 25, 8, 22, 6, 9, 15, 15, 0, 19, 19, 27, 31, 14, 36, 30, 27, 11, 34, 17, 37, 5, 4, 13, 23, 30, 61, 51, 48, 68, 52, 92, 0, 0, 0, 36, 13, 21, 44, 67, 67, 50, 69, 39, 174, 109, 73, 85, 71, 82, 0, 0, 0, 11, 4, 3, 7, 13, 21, 25, 26, 16, 35, 34, 25, 32, 36, 36, 0, 0, 0, 0, 0, 0, 2, 4, 3, 0, 5, 0, 6, 3, 4, 4, 0, 4
hsa-miR-134-5p, 426, 243, 0, 2345, 1720, 568, 74, 356, 373, 362, 119, 442, 287, 538, 453, 480, 238, 537, 183, 283, 419, 400, 505, 567, 502, 316, 305, 228, 333, 276, 381, 185, 305, 368, 2513, 2645, 823, 1043, 2533, 3377, 5493, 4782, 3978, 6630, 7018, 8884, 884, 882, 509, 2584, 1368, 1088, 5153, 6039, 5122, 6013, 4448, 3533, 15027, 7133, 7149, 6181, 6974, 6752, 177, 148, 116, 780, 576, 257, 786, 1181, 1196, 1503, 1238, 1076, 2170, 1531, 1573, 1576, 1729, 1725, 30, 33, 31, 115, 59, 58, 255, 310, 259, 293, 207, 153, 721, 327, 304, 279, 356, 343
hsa-miR-1343-3p, 96, 57, 0, 116, 156, 60, 10, 78, 64, 51, 46, 110, 68, 123, 110, 96, 43, 103, 44, 36, 97, 87, 79, 109, 103, 14, 22, 13, 24, 11, 9, 5, 22, 15, 127, 203, 63, 66, 159, 179, 260, 213, 189, 229, 247, 329, 97, 73, 55, 190, 93, 115, 277, 418, 376, 343, 281, 211, 741, 308, 318, 233, 251, 278, 12, 9, 7, 67, 42, 25, 50, 96, 107, 127, 111, 78, 154, 94, 101, 94, 118, 133, 3, 3, 0, 9, 4, 4, 15, 22, 17, 17, 15, 7, 34, 7, 16, 11, 10, 12
